87,JgGaps,239.1,670,J,M
88,FedMidlaner,107.8,330,M,A
89,AFK_ADC,271.8,785,A,S
90,RoamingWarden,121.7,165,S,T
91,SunfireCape,35.9,40,T,J
92,SmiteAndWin,232.0,730,J,S
93,TheGrievous,171.9,15,M,T
94,ZoomAndBoom,64.2,855,A,J
95,MuteAllChat,291.6,425,S,M
96,SplitPushGod,17.9,65,T,A
97,InvadeKing,193.8,775,J,M
98,TwitchRival,80.7,390,M,S
99,AutoAttackADC,265.5,95,A,T
100,ShieldMePlz,10.8,635,S,J
101,TopLaneTerror,187.3,710,T,J
102,SkilledJungle,45.1,150,J,M
103,MidGod_EUW,222.8,880,M,S
104,LastHitLover,89.5,490,A,T
105,CC_Master,164.0,50,S,A
106,BlinkStrike,299.1,620,T,M
107,EpicSmite,13.6,350,J,S
108,TheMidBeast,76.5,800,M,A
109,PewPewLaser,118.2,280,A,J
110,HealForDays,190.4,740,S,T
111,SoloCarryKing,33.0,400,T,A
112,GankOrDie,258.9,90,J,M
113,ComboQueen,105.7,550,M,S
114,FlashAndKill,21.9,680,A,T
115,PinkWardHero,151.3,210,S,J
116,InvincibleTank,144.5,790,T,S
117,ObjectiveKing,235.8,120,J,A
118,TheZoner,59.2,300,M,T
119,HighDamageXD,278.4,850,A,S
120,VisionaryPro,93.8,470,S,M
121,OffMetaTop,24.1,590,T,J
122,BaronBuster,267.0,170,J,A
123,SilenceStorm,179.6,730,M,S
124,SixItemADC,122.9,330,A,S
125,TheAnchor,66.1,820,S,M
126,ProxyFarmer,209.5,650,T,J
127,RiftHeraldBoss,11.5,240,J,M
128,LaneFreeze,156.8,450,M,S
129,FocusTheTank,283.0,10,A,T
130,TeamFightWiz,49.7,570,S,J
131,BruiserMain,253.3,760,T,A
132,MapAwareness,22.0,520,J,S
133,AP_Carry_Mid,138.6,140,M,T
134,CritChance_90,199.1,690,A,J
135,Support_GG,110.0,380,S,M
136,ImmortalTurtle,55.5,840,T,J
137,JungleTrackr,288.9,290,J,A
138,SynergyMid,15.2,770,M,S
139,AdrenalineRush,247.6,190,A,T
140,TheTactician,176.7,600,S,J
141,TopIsEasy,10.6,360,T,S
142,CounterGankr,270.3,810,J,A
143,AssassinateMe,20.0,430,M,T
144,TrueDamageOnly,62.8,70,A,S
145,BraumIsMyGod,239.5,460,S,M
146,TheFedOne,148.9,720,T,J
147,JunglerDiff_,31.1,260,J,A
148,MidGapHere,205.2,500,M,S
149,KDA_Player,12.7,890,A,T
150,TankKiller,171.1,320,S,J
151,DoranShield,78.3,640,T,A
152,NocturnalHunter,259.6,180,J,M
153,PokeMaster,100.2,750,M,S
154,CleanUpCrew,23.5,410,A,T
155,JustPeel,182.1,660,S,J
156,TeleportFlank,42.0,130,T,M
157,FlashOverWall,215.7,915,J,S
158,RoamingSupport,166.4,250,M,A
159,OnePunchMan,130.1,540,A,T
160,MikaelsSaviour,296.2,390,S,J
161,HardCarryTop,95.3,780,T,S
162,EarlyGameWin,197.8,110,J,A
163,BlueBuffStealer,17.7,610,M,T
164,AFKPush,228.0,440,A,M
165,SupportOnly,280.5,160,S,T
166,MainTank,5.0,700,T,J
167,AggroJungle,241.3,310,J,A
168,ControlMage,113.6,830,M,S
169,TheMarksman,51.8,20,A,T
170,LuluFanatic,264.4,560,S,J
171,Unkillable,161.9,700,T,M
172,RedBuffRush,35.4,720,J,S
173,KarthusMid,207.1,500,M,A
174,BaronSolo,134.8,340,A,J
175,TaricMain,219.0,860,S,T
176,DariusOnly,15.6,230,T,J
177,SecuredDrake,293.1,580,J,M
178,TheFountain,108.3,950,M,S
179,ZiggsBot,70.9,900,A,T
180,BlindPickGod,126.5,480,S,J
181,PermaBan,275.4,190,T,S
182,Invader_JGL,37.2,630,J,A
183,ZedMaster,255.0,370,M,T
184,AlwaysCrit,9.1,810,A,S
185,ADCBodyguard,140.7,270,S,M
186,WomboCombo,173.0,60,T,J
187,CounterPick,262.3,710,J,M
188,UltStealer,116.2,220,M,S
189,LateGameMonster,218.6,990,A,T
190,ClutchPlayz,30.5,530,S,J
191,HullbreakerTop,246.7,100,T,A
192,FarmToWin,159.0,760,J,S
193,OneTapMid,82.4,450,M,T
194,FastPushBot,191.5,690,A,M
195,TheDisengage,7.8,30,S,A
196,TP_GANK,286.9,885,T,J
197,SmarterThanYou,54.3,420,J,M
198,BronzeToChallenger,132.8,155,M,S
199,OnlyAD,204.0,980,A,T
200,WardHoarder,103.1,655,S,J
201,TheUnstoppable,155.0,750,T,J
202,JunglePhenom,68.9,180,J,M
203,MidlaneGosu,230.1,820,M,S
204,QuickScopeADC,12.5,450,A,T
205,TheSaviorSupp,276.4,110,S,A
206,TowerHugger,41.2,600,T,M
207,FarmingFocus,198.7,920,J,S
208,BurstDamage,94.0,330,M,A
209,CritMonster,18.3,770,A,J
210,AegisSupport,117.6,260,S,T
211,TopFragger,251.8,510,T,A
212,ObjectiveFocused,28.9,850,J,M
213,ComboBreaker,143.2,140,M,S
214,GoldFarmer,225.5,690,A,T
215,TankySupport,55.4,390,S,J
216,TheSoloist,170.9,780,T,S
217,InvadeKingpin,88.0,40,J,A
218,ControlFreak,295.6,960,M,T
219,TheSniper,10.7,550,A,S
220,GuardianAura,210.3,210,S,M
221,SplitMaster,135.1,640,T,J
222,EarlyPressure,20.0,730,J,A
223,UtilityMid,267.8,30,M,T
224,CleanKills,49.9,800,A,S
225,MutePinger,162.2,420,S,M
226,IronGiantTop,289.4,700,T,J
227,DragonSlayer,185.7,160,J,S
228,LaneSwapper,129.3,580,M,A
229,ThePillager,244.6,90,A,J
230,WardSweeper,62.1,840,S,T
231,NeverSurrender,14.6,350,T,M
232,JungleMentor,218.8,790,J,A
233,MidMainBot,101.4,250,M,S
234,PentaHunt,273.0,660,A,T
235,BaitMaster,33.5,480,S,J
236,HardToKill,256.9,940,T,S
237,MapHacker,16.8,120,J,A
238,Snowballer,190.5,860,M,T
239,TheBoomer,114.7,290,A,J
240,Spellshield,237.9,530,S,M
241,TP_Only,76.3,720,T,A
242,JunglePathing,280.2,60,J,S
243,OneTrickMid,121.5,410,M,T
244,GlassCannon,17.4,890,A,S
245,GuardianShield,259.0,370,S,M
246,SplitPushPro,140.6,630,T,J
247,GankMachine,22.7,980,J,A
248,TheArchitect,291.9,190,M,S
249,ADC_Flex,84.1,500,A,T
250,HealingFocus,195.3,740,S,J
251,BigDamageTop,24.4,280,T,A
252,JungleBae,271.6,830,J,M
253,RoamingMid,11.0,460,M,S
254,FastPaceADC,233.1,10,A,T
255,ExhaustFlash,168.7,590,S,J
256,Invincible_T,220.8,770,T,S
257,SecureTheBag,46.0,340,J,A
258,SkillShotKing,105.1,910,M,T
259,LethalityOnly,181.9,200,A,S
260,RelicShield,298.6,680,S,M
261,TheFrontliner,149.8,490,T,J
262,JungleCarry,10.2,710,J,A
263,MidControl,238.3,130,M,T
264,TheKiter,125.6,560,A,S
265,SupportLife,26.5,880,S,J
266,MyLaneMyRules,200.7,300,T,M
267,CampTheLane,15.8,790,J,S
268,ZedAndDone,177.0,240,M,A
269,TheOutplay,35.2,650,A,J
270,GlobalUlt,254.1,430,S,T
271,VeteranTop,131.4,995,T,S
272,JungleSmurf,21.9,740,J,A
273,MidLaneMaster,99.7,170,M,T
274,KarthusBot,284.8,520,A,S
275,PeelExpert,165.2,850,S,M
276,ThePusher,107.0,360,T,J
277,CounterJungler,29.3,610,J,M
278,BigBrainMid,141.5,90,M,S
279,FocusFire,228.0,730,A,T
280,AgressiveSupport,40.1,270,S,J
281,TheStoic,250.6,400,T,A
282,EarlyGanks,15.0,800,J,S
283,FastRecall,188.5,150,M,T
284,CleanFarming,80.0,670,A,J
285,TheCloser,202.9,320,S,M
286,LastManStanding,133.7,540,T,J
287,PathingGod,16.5,750,J,A
288,MidDiff_GG,270.0,210,M,S
289,TheDamageDealer,294.1,970,A,T
290,WardenOfLight,45.5,580,S,J
291,SoloQueueHero,157.9,860,T,M
292,MasterYiOnly,235.0,290,J,S
293,MidGameSpike,10.1,620,M,A
294,TheExecutioner,214.2,470,A,J
295,SupportAce,18.8,930,S,T
296,TrueChampion,282.6,120,T,M
297,JungleMVP,58.3,70,J,S
298,MidlaneCarried,160.0,380,M,A
299,TheCannon,104.5,890,A,T
300,HealingHands,240.2,60,S,J
301,TheRenegade,120.5,650,T,J
302,JungleGhost,85.1,380,J,M
303,MidGodly,210.3,950,M,S
304,SharpShooter,15.9,500,A,T
305,AuraOfMight,265.4,190,S,A
306,Unbreakable,35.2,710,T,M
307,EarlyDominance,188.7,90,J,S
308,TheIllusionist,101.5,840,M,A
309,KitingExpert,22.8,250,A,J
310,HealingRain,133.0,760,S,T
311,SplitPushManiac,258.9,410,T,A
312,GankMagnet,31.7,550,J,M
313,LaneControl,145.6,120,M,S
314,DamageIncarnate,205.1,880,A,T
315,UtilityFocus,49.0,300,S,J
316,TeamFightTop,177.3,620,T,S
317,TheTracker,60.5,150,J,A
318,ZoningMage,290.1,790,M,T
319,HyperFocus,10.2,910,A,S
320,ShieldSlinger,240.5,530,S,M
321,TheWarlord,140.8,680,T,J
322,ObjectiveNinja,25.4,340,J,A
323,ArtilleryMid,195.0,860,M,T
324,ADC_Saviour,55.9,210,A,S
325,GuardianAngel_,168.2,460,S,M
326,OffTankKing,279.7,730,T,J
327,JungleGapNow,11.8,990,J,M
328,ThePredictor,233.1,100,M,S
329,FastHands,80.6,60,A,T
330,TheCatalyst,19.3,820,S,J
331,SoloCarryKingV2,151.7,370,T,A
332,FeralHunter,208.5,700,J,S
333,SynergyExpert,40.0,430,M,T
334,PinchHitter,266.3,940,A,J
335,TheTactician_,115.1,170,S,M
336,BruiserBoss,24.6,580,T,J
337,GankingMaster,296.8,290,J,A
338,MidFarmBot,174.5,870,M,S
339,AutoAttacker,68.0,50,A,T
340,ThePeeler,127.3,750,S,J
341,WaveControl,199.2,320,T,S
342,JungleVeteran,14.0,660,J,A
343,PokingPrince,284.9,900,M,T
344,CritOrQuit,92.5,490,A,S
345,TeamShield,225.8,110,S,M
346,TopLaneMain,11.7,780,T,J
347,EarlyGamer,238.1,200,J,A
348,CleanseMaster,162.9,970,M,T
349,FastLanePush,53.6,350,A,S
350,HookAndBait,288.0,630,S,J
351,TheCloserT,15.0,520,T,M
352,SecuredBaron,170.8,890,J,S
353,ControlWard,44.7,240,M,A
354,ThePewPew,219.4,720,A,J
355,MikaelsMaster,299.8,160,S,T
356,TankyMage,130.4,560,T,J
357,BushWarrior,24.0,310,J,M
358,APMidOnly,118.9,850,M,S
359,LategameCarry,66.1,430,A,T
360,RoamingWard,185.3,740,S,J
361,TheWallT,15.6,90,T,A
362,ObjectiveHero,267.7,810,J,S
363,ZhonyaMaster,5.1,570,M,T
364,ADCCarryXD,201.0,260,A,M
365,SpellWeaver,110.3,690,S,T
366,PermaPush,281.4,390,T,J
367,DeepVisionJGL,142.1,930,J,S
368,LanePriority,23.3,180,M,A
369,FlashingAway,254.7,70,A,T
370,TheHealerBot,166.9,800,S,J
371,FrontToBack,17.2,480,T,S
372,JungleMainMan,256.0,220,J,A
373,MidOrAFK,19.9,640,M,T
374,KillsEqualWins,278.6,360,A,S
375,TeamBooster,140.1,510,S,M
376,DuoQueueTop,50.8,980,T,J
377,SoloBaron,213.5,130,J,A
378,QuickRotation,164.2,770,M,S
379,TheFinisher,26.7,290,A,T
380,MuteAll,180.0,830,S,J
381,TheAnchorT,139.5,440,T,A
382,GankOnly,230.7,60,J,S
383,MidlaneGrinder,28.8,720,M,T
384,OneHitKill,259.9,900,A,J
385,TheProtector,38.1,175,S,M
386,CannonFodder,205.5,670,T,J
387,InvadeExpert,15.4,330,J,A
388,MidLaneCarry,295.0,880,M,S
389,TheCleanUp,47.9,590,A,T
390,SupportTheTeam,129.6,280,S,J
391,SoloQWarrior,274.0,75,T,M
392,JungleSmurfV2,18.0,810,J,S
393,TheCarry_Mid,242.3,465,M,A
394,MyThresh,52.1,960,A,T
395,TheUtility,155.7,195,S,J
396,TopLaneMain_,29.0,700,T,A
397,FastClear,268.4,350,J,M
398,MidLaneMonster,176.9,845,M,S
399,ObjectivePush,11.1,515,A,T
400,TheGuardian,223.5,235,S,J
401,TheDemolisher,180.2,770,T,J
402,JungleReaper,40.1,250,J,M
403,MidlaneSorcerer,260.5,900,M,S
404,SilverBolt,10.5,550,A,T
405,HolyShield,205.8,100,S,A
406,RageQuitTop,55.9,640,T,M
407,EpicComeback,170.3,950,J,S
408,TheMidlaner,99.1,380,M,A
409,ShadowDance,25.6,810,A,J
410,RedemptionArc,115.4,220,S,T
411,BruiserBlitz,245.0,500,T,A
412,EfficientGanks,30.0,880,J,M
413,LanePhaseMaster,155.7,150,M,S
414,FastestFingers,220.1,730,A,T
415,UtilityFocusV2,45.5,430,S,J
416,OneVersusFive,175.2,600,T,S
417,JungleGapNot,50.4,90,J,A
418,TheCarryMage,280.9,980,M,T
419,LateGameSpike,14.8,310,A,S
420,GuardianMain,200.0,750,S,M
421,TheTanker,130.6,470,T,J
422,PathingGenius,20.9,590,J,A
423,SyndraOnly,265.1,180,M,T
424,ADC_King,59.3,860,A,S
425,HealBot9000,165.8,350,S,M
426,PermaSplit,290.5,700,T,J
427,TheOpportunist,15.1,990,J,A
428,LaneKingdom,185.0,290,M,S
429,BigCritEnergy,10.0,660,A,T
430,TheProtector_,235.5,410,S,J
431,DoranRingTop,125.7,520,T,A
432,CampMaster,255.9,820,J,S
433,RoamingAssassin,160.4,140,M,T
434,TheSnowball,20.5,780,A,J
435,PeelOrDie,285.2,270,S,M
436,TheVeteran,110.1,910,T,J
437,QuickClear,49.8,50,J,A
438,ControlWardMid,225.0,920,M,S
439,TeamFightADC,17.6,330,A,T
440,TheBaiter,250.3,630,S,J
441,OnlyTanks,140.2,460,T,S
442,VisionControl,20.0,710,J,A
443,SafeMidlane,230.9,110,M,T
444,HighMechanics,12.1,800,A,S
445,HookMasterV2,270.6,30,S,M
446,HardToGank,150.3,760,T,J
447,RedSideJungle,35.4,240,J,M
448,Midlaner_GG,208.5,580,M,S
449,FlashForCS,118.8,930,A,T
450,TheShielder,295.0,400,S,J
451,TopOfTheCharts,10.9,510,T,A
452,ObjectiveStealer,280.1,850,J,S
453,CleanMidlaner,168.4,160,M,T
454,LateGameMonsterV2,25.3,690,A,M
455,EnchanterMain_,188.7,390,S,T
456,NeverDie,42.0,900,T,J
457,FastGanks,210.0,60,J,A
458,MidlaneCarry_,135.2,740,M,S
459,KDAisKey,15.6,290,A,T
460,TheMessiah,260.4,480,S,J
461,TheBoss,100.2,720,T,S
462,JungleMentorV2,29.9,340,J,A
463,MidlaneGod_,180.5,960,M,T
464,TheKite,55.1,200,A,S
465,OneForAll,225.8,530,S,M
466,TeamPlayer,11.2,780,T,J
467,JungleMaster,240.5,130,J,M
468,SoloCarryMid,15.4,810,M,S
469,TheMarksmanV2,250.0,360,A,T
470,WardPlacer,35.7,940,S,J
471,TheBruiser,195.9,450,T,A
472,GankOnlyV2,20.0,790,J,S
473,ControlMageV2,235.3,170,M,T
474,TheExecutionerV2,12.8,610,A,J
475,HealingPower,288.0,420,S,M
476,TopOrAFK,160.0,830,T,J
477,MapGenius,45.5,260,J,A
478,FedMidlane,20.1,590,M,S
479,TheCritGod,105.7,970,A,T
480,SupportKing,255.4,320,S,J
481,TheTankV2,145.2,400,T,S
482,SecuredAll,30.2,750,J,A
483,UltiKing,220.6,190,M,T
484,ADC_Main,15.5,880,A,S
485,TheClutch,265.8,50,S,M
486,CannonTop,180.0,660,T,J
487,JungleMVPV2,50.1,300,J,A
488,MidlanePro,230.5,730,M,S
489,OneTapADC,25.8,110,A,T
490,GuardianAngelV2,130.4,990,S,J
491,TopLaneGosu,155.7,490,T,M
492,TheInvader,20.3,860,J,S
493,MidGapHereV2,240.2,280,M,A
494,DamageDealer,10.6,550,A,J
495,UtilitySupport,260.0,350,S,T
496,IronWillV2,140.0,700,T,M
497,TheGanker,40.5,920,J,S
498,ZhonyaRage,210.1,160,M,A
499,TheCannonV2,12.0,810,A,T
500,HealingHandsV2,250.8,470,S,J
501,TheFinalBoss,170.0,680,T,J
502,JungleVeteran_,35.5,300,J,M
503,MidlaneGoddess,250.3,950,M,S
504,SniperADC,15.1,520,A,T
505,TeamAnchor,210.8,150,S,A
506,TopLaneMainV3,45.9,730,T,M
507,EpicSmiteV2,180.3,90,J,S
508,TheIllusionistV2,105.1,800,M,A
509,KitingExpertV2,20.0,270,A,J
510,HealingRainV2,125.6,760,S,T
511,SplitPushManiacV2,255.4,400,T,A
512,GankMagnetV2,33.1,550,J,M
513,LaneControlV2,150.7,110,M,S
514,DamageIncarnateV2,215.9,890,A,T
515,UtilityFocusV3,47.0,330,S,J
516,TeamFightTopV2,179.2,630,T,S
517,TheTrackerV2,62.9,180,J,A
518,ZoningMageV2,295.5,790,M,T
519,HyperFocusV2,11.5,910,A,S
520,ShieldSlingerV2,245.0,540,S,M
521,TheWarlordV2,145.9,690,T,J
522,ObjectiveNinjaV2,28.3,370,J,A
523,ArtilleryMidV2,200.5,870,M,T
524,ADC_SaviourV2,58.8,240,A,S
525,GuardianAngelV3,170.1,490,S,M
526,OffTankKingV2,285.6,740,T,J
527,JungleGapNowV2,10.0,990,J,M
528,ThePredictorV2,238.5,130,M,S
529,FastHandsV2,85.2,80,A,T
530,TheCatalystV2,20.5,830,S,J
531,SoloCarryKingV3,155.9,390,T,A
532,FeralHunterV2,210.0,710,J,S
533,SynergyExpertV2,42.5,450,M,T
534,PinchHitterV2,270.8,940,A,J
535,TheTacticianV3,120.3,200,S,M
536,BruiserBossV2,25.8,590,T,J
537,GankingMasterV2,298.0,320,J,A
538,MidFarmBotV2,179.5,880,M,S
539,AutoAttackerV2,70.1,70,A,T
540,ThePeelerV2,130.4,770,S,J
541,WaveControlV2,205.7,350,T,S
542,JungleVeteranV2,15.6,680,J,A
543,PokingPrinceV2,289.4,900,M,T
544,CritOrQuitV2,95.9,510,A,S
545,TeamShieldV2,230.1,120,S,M
546,TopLaneMainV4,12.5,800,T,J
547,EarlyGamerV2,240.5,230,J,A
548,CleanseMasterV2,165.4,970,M,T
549,FastLanePushV2,55.0,380,A,S
550,HookAndBaitV2,290.0,650,S,J
551,TheCloserT_V2,17.7,550,T,M
552,SecuredBaronV2,175.0,895,J,S
553,ControlWardV2,46.1,270,M,A
554,ThePewPewV2,225.9,740,A,J
555,MikaelsMasterV2,300.0,190,S,T
556,TankyMageV2,135.5,580,T,J
557,BushWarriorV2,25.0,340,J,M
558,APMidOnlyV2,120.9,860,M,S
559,LategameCarryV2,68.9,460,A,T
560,RoamingWardV2,190.5,750,S,J
561,TheWallT_V2,16.5,100,T,A
562,ObjectiveHeroV2,272.9,830,J,S
563,ZhonyaMasterV2,6.0,590,M,T
564,ADCCarryV3,205.1,290,A,M
565,SpellWeaverV2,115.5,710,S,T
566,PermaPushV2,286.9,410,T,J
567,DeepVisionJGLV2,145.0,930,J,S
568,LanePriorityV2,25.1,210,M,A
569,FlashingAwayV2,260.1,90,A,T
570,TheHealerBotV2,170.0,820,S,J
571,FrontToBackV2,18.5,510,T,S
572,JungleMainManV2,261.5,250,J,A
573,MidOrAFKV2,20.5,670,M,T
574,KillsEqualWinsV2,285.0,380,A,S
575,TeamBoosterV2,145.2,540,S,M
576,DuoQueueTopV2,52.0,980,T,J
577,SoloBaronV2,218.0,160,J,A
578,QuickRotationV2,168.9,780,M,S
579,TheFinisherV2,28.0,320,A,T
580,MuteAllV2,185.5,850,S,J
581,TheAnchorT_V2,145.0,460,T,A
582,GankOnlyV2,16.1,900,J,S
583,MidlaneGrinderV2,30.0,740,M,T
584,OneHitKillV2,265.5,905,A,J
585,TheProtectorV2,40.1,200,S,M
586,CannonFodderV2,210.5,690,T,J
587,InvadeExpertV2,17.5,350,J,A
588,MidLaneCarryV2,300.0,890,M,S
589,TheCleanUpV2,50.5,610,A,T
590,SupportTheTeamV2,135.0,300,S,J
591,SoloQWarriorV2,279.5,95,T,M
592,JungleSmurfV3,18.8,820,J,S
593,TheCarry_MidV2,247.5,480,M,A
594,MyThreshV2,54.5,960,A,T
595,TheUtilityV2,160.0,220,S,J
596,TopLaneMainV5,30.5,720,T,A
597,FastClearV2,273.9,380,J,M
598,MidLaneMonsterV2,180.5,860,M,S
599,ObjectivePushV2,12.0,540,A,T
600,TheGuardianV2,228.0,260,S,J
601,TheRenegadeV2,125.0,670,T,J
602,JungleGhostV2,90.5,400,J,M
603,MidGodlyV2,215.8,970,M,S
604,SharpShooterV2,17.0,530,A,T
605,AuraOfMightV2,270.0,210,S,A
606,UnbreakableV2,37.5,730,T,M
607,EarlyDominanceV2,190.0,110,J,S
608,TheIllusionistV3,105.0,850,M,A
609,KitingExpertV3,24.0,280,A,J
610,HealingRainV3,138.5,770,S,T
611,SplitPushManiacV3,260.0,430,T,A
612,GankMagnetV3,35.0,570,J,M
613,LaneControlV3,150.0,130,M,S
614,DamageIncarnateV3,210.0,890,A,T
615,UtilityFocusV4,50.0,350,S,J
616,TeamFightTopV3,180.0,640,T,S
617,TheTrackerV3,65.0,200,J,A
618,ZoningMageV3,295.0,810,M,T
619,HyperFocusV3,12.5,920,A,S
620,ShieldSlingerV3,250.0,550,S,M
621,TheWarlordV3,150.0,700,T,J
622,ObjectiveNinjaV3,30.0,390,J,A
623,ArtilleryMidV3,205.0,880,M,T
624,ADC_SaviourV3,60.0,260,A,S
625,GuardianAngelV4,175.0,510,S,M
626,OffTankKingV3,290.0,750,T,J
627,JungleGapNowV3,10.5,995,J,M
628,ThePredictorV3,240.0,150,M,S
629,FastHandsV3,88.0,100,A,T
630,TheCatalystV3,21.5,840,S,J
631,SoloCarryKingV4,160.0,410,T,A
632,FeralHunterV3,215.0,720,J,S
633,SynergyExpertV3,45.0,470,M,T
634,PinchHitterV3,275.0,940,A,J
635,TheTacticianV4,125.0,220,S,M
636,BruiserBossV3,27.5,600,T,J
637,GankingMasterV3,300.0,340,J,A
638,MidFarmBotV3,185.0,890,M,S
639,AutoAttackerV3,72.0,90,A,T
640,ThePeelerV3,135.0,780,S,J
641,WaveControlV3,210.0,370,T,S
642,JungleVeteranV3,16.0,690,J,A
643,PokingPrinceV3,295.0,900,M,T
644,CritOrQuitV3,98.0,520,A,S
645,TeamShieldV3,235.0,140,S,M
646,TopLaneMainV6,13.0,810,T,J
647,EarlyGamerV3,245.0,250,J,A
648,CleanseMasterV3,170.0,980,M,T
649,FastLanePushV3,57.5,400,A,S
650,HookAndBaitV3,295.0,660,S,J
651,TheCloserT_V3,18.0,560,T,M
652,SecuredBaronV3,180.0,900,J,S
653,ControlWardV3,47.0,280,M,A
654,ThePewPewV3,230.0,750,A,J
655,MikaelsMasterV3,299.0,200,S,T
656,TankyMageV3,140.0,590,T,J
657,BushWarriorV3,26.0,350,J,M
658,APMidOnlyV3,125.0,870,M,S
659,LategameCarryV3,70.0,480,A,T
660,RoamingWardV3,195.0,760,S,J
661,TheWallT_V3,17.0,120,T,A
662,ObjectiveHeroV3,278.0,840,J,S
663,ZhonyaMasterV3,7.0,600,M,T
664,ADCCarryV4,210.0,300,A,M
665,SpellWeaverV3,120.0,720,S,T
666,PermaPushV3,291.0,420,T,J
667,DeepVisionJGLV3,150.0,935,J,S
668,LanePriorityV3,27.0,220,M,A
669,FlashingAwayV3,265.0,100,A,T
670,TheHealerBotV3,175.0,830,S,J
671,FrontToBackV3,19.0,520,T,S
672,JungleMainManV3,266.0,260,J,A
673,MidOrAFKV3,21.0,680,M,T
674,KillsEqualWinsV3,290.0,390,A,S
675,TeamBoosterV3,150.0,550,S,M
676,DuoQueueTopV3,53.0,985,T,J
677,SoloBaronV3,223.0,170,J,A
678,QuickRotationV3,173.0,790,M,S
679,TheFinisherV3,29.0,330,A,T
680,MuteAllV3,190.0,860,S,J
681,TheAnchorT_V3,150.0,470,T,A
682,GankOnlyV3,17.0,900,J,S
683,MidlaneGrinderV3,31.0,750,M,T
684,OneHitKillV3,270.0,910,A,J
685,TheProtectorV3,42.0,225,S,M
686,CannonFodderV3,215.0,700,T,J
687,InvadeExpertV3,18.0,360,J,A
688,MidLaneCarryV3,300.0,895,M,S
689,TheCleanUpV3,51.0,620,A,T
690,SupportTheTeamV3,140.0,320,S,J
691,SoloQWarriorV3,284.0,105,T,M
692,JungleSmurfV4,19.0,830,J,S
